EVTDESC_CM_1181;[From.GetDynName] ¾ö¶¨³ÉÎªËý[From.GetSonDaughter],  [From.GetTitledFirstName],µÄÉãÕþ.Äã¶Ô´ËËÆºõÎÞÄÜÎªÁ¦...;;;;;;;;;;X
EVTOPTA_CM_1181;ÎÒÖªµÀÁË...;;;;;;;;;;X
EVTOPTB_CM_1181;ÎÒ²»ÕâÃ´Ïë!;;;;;;;;;;X
EVTDESC_CM_1182;ÄãµÄÄ¸Ç× [FromFrom.GetFirstName] ÈÏÎªËý´úÌæ[From.GetTitledFirstName]³ÉÎªÄãµÄÉãÕþÊÇ×îºÃÑ¡Ôñ.;;;;;;;;;;X
EVTOPTA_CM_1182;ÎÒÏàÐÅÎÒÂèÂèÊÇ×îºÃµÄ.;;;;;;;;;;X
EVTOPTB_CM_1182;ºß... µ½µ×Ë­ÊÇ [From.PrimaryTitle.GetTier]µÄÖ÷ÈË?;;;;;;;;;;X
EVTDESC_CM_1192;ÓÐÒ»¸öÁîÈË²»°²È´ÓÖÓÐÃ¼ÓÐÑÛµÄÒ¥ÑÔÖ¸ÄãµÄÄ¸Ç×[Root.Mother.GetFirstName]ÊÔÍ¼¹´ÒýÄãµÄ[From.GetHusbandWife][From.GetFirstName]£¬²¢ÇÒÁ½ÈË±³×ÅÄã·¢ÉúÁËÈâÌå¹ØÏµ...;;;;;;;;;;X
EVTOPTA_CM_1192;ÎÒ¿Ï¶¨ÊÇ×ÓÐéÎÚÓÐµÄÊÂÇé.;;;;;;;;;;X
EVTOPTC_CM_1192;Ô­À´ÊÇÕâÑù,Ä¸Ç×´óÈËÓ¦¸Ã±»ËÍÈ¥ÐÞµÀÔº!.;;;;;;;;;;X
EVTOPTB_CM_1192;ÌìÄÄ,ÎÒ±ØÐë°Ñ [From.GetFirstName] ÇýÖð.;;;;;;;;;;X
EVTOPTD_CM_1192;ËûÃÇÁ½¸ö¶¼Ó¦¸ÃÊÜµ½³Í·£!;;;;;;;;;;X
EVTOPTE_CM_1192;ÕâÁîÈËÍ´¿à,µ«µØÀÎ²ÅÊÇ¼é·òÒù¸¾µÄ¹éËÞ.;;;;;;;;;;X
EVTDESC_CM_1132;ÖÂÎáÖ®¹ÊÖ÷, [Root.GetFirstNameWithNick],\n\nÎáÈËÒÑÈ»Ð§ÖÒÓÚ·¨À¼¿Ë×åÈËÖ®ÕæÕýÏÍÍõ¶ø·ÇÎÞµÂÖ®¾ýÀà¸óÏÂÕß,ÓÚ´ËÎáÉî±íÒÅº¶..\n\nÈÙÒ«ÊôÓÚ·¨À¼¿ËµÛ¹ú,\n[From.GetBestName];;;;;;;;;;X
EVTOPTA_CM_1132;ÕâÕæ²»ÐÒ...;;;;;;;;;;X
