opinion_hajj_promised;Âó¼Ó³¯Ê¥Ö®Åµ.;;;;;;;;;;X
opinion_bring_on_hajj;Ð¯ÊÖ³¯Ê¥;;;;;;;;;;X
opinion_jihad_promised;Ê¥Õ½Ö®Åµ.;;;;;;;;;;X
opinion_attepmt_hajj;ÔÚ³¯Ê¥Ö®ÊÂÉÏ¶ÔÎÒºá¼ÓÖ¸Ôð.;;;;;;;;;;X
opinion_declined_hajj;¾Ü¾øÂó¼Ó³¯Ê¥.;;;;;;;;;;X
opinion_refused_hajj;¾Ü¾øÍ¬¸°Âó¼Ó³¯Ê¥.;;;;;;;;;;X
opinion_hajj_saved_from_bandit;³¯Ê¥Í¾ÖÐ´ÓÍÁ·ËÊÖÖÐ»ñ¾È.;;;;;;;;;;X
opinion_hajj_saving_on_hajj;¾ÈÖ®ÓÚ·Ë.;;;;;;;;;;X
opinion_hajj_attempt_murder;´òÆÆ³¯Ê¥ÐÝÕ½.;;;;;;;;;;X
opinion_hajj_rivalry_mended;¹ØÓÚ³¯Ê¥µÄ»ý¼«»áÌ¸.;;;;;;;;;;X
opinion_helped_wudu;°ïÖúÐ¡¾».;;;;;;;;;;X
opinion_hajj_not_helpin;²»ÐÐÉÆ.;;;;;;;;;;X
EVTDESC86000;ÄãÒÑ¾­¿ªÊ¼×öÂó¼Ó³¯Ê¥µÄ×¼±¸,ºÜ¿ìÄã¾Í½«Ç«±°µØºÍËûÈËÒ»µÀÌ¤ÉÏÇ°ÍùÒÁË¹À¼½ÌÎå´óÖ§ÖùÖ®Ò»µÄÐÐ³Ì.;;;;;;;;;;X
EVTOPTA86000;ÕæÖ÷×ùÇ°,ÖÚÉúÆ½µÈ.;;;;;;;;;;X
EVTDESC86001;ÎÒ×¼±¸ÎÒµ½Âó¼ÓµÄÂÃ³Ì,ÎÒÒÑ¾­Ã÷°×,ÎÒµÄ¹¬Í¢³ÉÔ±ÖÐÓÐÈËÉÐÎ´È¥Âó¼Ó³¯¹ýÊ¥.×÷Îª[Root.PrimaryTitle.GetRulerTitle],ÉÆ´ýÎÒµÄÈËÃñÊÇÎÒµÄÔðÈÎ,ÎÒ»á´øÉÏËûÃÇÖÐµÄÒ»¸ö.;;;;;;;;;;X
EVTOPTA86001;Ëü»áÈÃÂÃÐÐ¸üÓä¿ì...;;;;;;;;;;X
EVTOPTB86001;ÕâÌ«¹óÁË...;;;;;;;;;;X
EVTDESC86010;ÔÚ×¼±¸ÎÒµÄ³¯Ê¥Ö®ÂÃÊ±, ÎÒÒâÊ¶µ½ [Root.Liege.GetTitledName] ²»ÊÇÒ»¸ö³¯Ê¥Õß.;;;;;;;;;;X
EVTOPTA86010;Í´³â [Root.Liege.GetHerHim] °É!;;;;;;;;;;X
EVTTOOLTIP86011;Ìý´ÓÎÒÃÇ...;;;;;;;;;;X
